iter	RMSE
390	20.5419229
391	20.53828552
392	20.53549623
393	20.53277549
394	20.5296706
395	20.52671895
396	20.52373369
397	20.52067126
398	20.51755599
399	20.51433258
400	20.5103025
401	20.50548199
402	20.50261592
403	20.49856023
404	20.49647276
405	20.49340767
406	20.49099662
407	20.48839884
408	20.48514121
409	20.48248938
410	20.47976219
411	20.47686071
412	20.47320079
413	20.46963175
414	20.46792829
415	20.46470945
416	20.46164196
417	20.45867798
418	20.45636579
419	20.45264514
420	20.44994199
421	20.44634751
422	20.44209889
423	20.43869736
424	20.43457815
425	20.43117149
426	20.4288232
427	20.42573799
428	20.42335034
429	20.42035795
430	20.4178743
431	20.41479625
432	20.41204502
433	20.40910777
434	20.40763776
435	20.40488797
436	20.40270282
437	20.39850193
438	20.39691765
439	20.39179234
440	20.38910849
441	20.38535397
442	20.38260974
443	20.37872193
444	20.37664911
445	20.37300152
446	20.36962748
447	20.3666744
448	20.36459531
449	20.3624938
450	20.35966447
451	20.35712831
452	20.35432365
453	20.35050807
454	20.34725933
455	20.34517855
456	20.34065664
457	20.33764102
458	20.33494242
459	20.3329021
460	20.32957295
461	20.3265605
462	20.32232153
463	20.31914433
464	20.31524998
465	20.31098842
466	20.30718586
467	20.30459631
468	20.30113002
469	20.2985049
470	20.29521348
471	20.29256068
472	20.28923405
473	20.28628217
474	20.28357158
475	20.27824654
476	20.27522054
477	20.27217432
478	20.26954802
479	20.2675664
480	20.26456081
481	20.26156968
482	20.2584138
483	20.25562909
484	20.25328862
485	20.25054654
486	20.24599721
487	20.24358049
488	20.2411474
489	20.23889784
490	20.23650354
491	20.23509821
492	20.2319915
493	20.22944431
494	20.22768918
495	20.22568216
496	20.2242238
497	20.22188829
498	20.21951473
499	20.21718427
500	20.21415043
501	20.21092747
502	20.20962317
503	20.20731909
504	20.20394001
505	20.2023538
506	20.19984216
507	20.19603798
508	20.19313023
509	20.1905744
510	20.18826767
511	20.18611433
512	20.1824178
513	20.17905016
514	20.17613438
515	20.17388847
516	20.17147187
517	20.16952301
518	20.16679514
519	20.1648429
520	20.16270551
521	20.15922709
522	20.15677294
523	20.15447528
524	20.15205461
525	20.14842837
526	20.14577966
527	20.14341224
528	20.13998832
529	20.1381757
530	20.13596111
531	20.13122126
532	20.12960455
533	20.12716667
534	20.12503489
535	20.12277482
536	20.12128777
537	20.11865201
538	20.11667458
539	20.1144531
540	20.11188526
541	20.10900822
542	20.10661174
543	20.10340062
544	20.10139511
545	20.09913124
546	20.09703859
547	20.09449563
548	20.09288517
549	20.09012664
550	20.08787214
551	20.08476922
552	20.08262484
553	20.07979171
554	20.07692084
555	20.07420386
556	20.07199208
557	20.06956332
558	20.06756919
559	20.06463329
560	20.06211227
561	20.05929105
562	20.0572109
563	20.05409255
564	20.05172165
565	20.04996026
566	20.04734047
567	20.04513455
568	20.04341541
569	20.04160415
570	20.03982729
571	20.03760088
572	20.03480187
573	20.03312822
574	20.0309698
575	20.02898979
576	20.02645967
577	20.0237353
578	20.02050019
579	20.01825095
580	20.01634413
581	20.01436598
582	20.01196266
583	20.00961334
584	20.0074607
585	20.00603118
586	20.0040435
587	20.00287976
588	19.9997664
589	19.99788603
590	19.99473854
591	19.99289479
592	19.99040549
593	19.9886218
594	19.98579506
595	19.98402113
596	19.98074769
597	19.97846143
598	19.97669084
599	19.97403991
